GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
66	rs142920272	17	43719143	rs393152	2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	17q21.31	MAPT, C17orf69, KIAA1267, LOC644246	LINC02210, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000204650, ENSG00000263715, ENSG00000282456			rs393152-A	rs393152	0	393152	non_coding_transcript_exon_variant	0	0.82	2E-16	15.698970004336019		1.3	[NR]	Illumina [463185]	N
66	rs142920272	17	43719143	rs393152	2016-07-08	26077951	Kouri N	2015-06-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26077951	Genome-wide association study of corticobasal degeneration identifies risk variants shared with progressive supranuclear palsy.	Corticobasal degeneration	152 cases, 3,111 controls	67 cases, 457 controls	17q21.31	MAPT	LINC02210, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000204650, ENSG00000263715, ENSG00000282456			rs393152-?	rs393152	0	393152	non_coding_transcript_exon_variant	0	NR	1E-12	12.0		3.7	[NR]	Illumina [533898] (imputed)	N
66	rs142920272	17	43728376	rs417968	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Educational attainment (years of education)	approximately 455,000 European ancestry individuals	NA	17q21.31		LINC02210, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000204650, ENSG00000263715, ENSG00000282456			rs417968-?	rs417968	0	417968	non_coding_transcript_exon_variant	0	NR	6E-16	15.221848749616356				NR [~ 8900000] (imputed)	N
66	rs142920272	17	43731719	rs241036	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Experiencing mood swings	373,733 European ancestry individuals	NA	17q21.31	NR	LINC02210, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000204650, ENSG00000263715, ENSG00000282456			rs241036-A	rs241036	0	241036	non_coding_transcript_exon_variant	0	0.217056	8E-20	19.096910013008056		9.11	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	43731719	rs241036	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Menarche (age at onset)	approximately 242,000 European ancestry individuals	NA	17q21.31		LINC02210, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000204650, ENSG00000263715, ENSG00000282456			rs241036-?	rs241036	0	241036	non_coding_transcript_exon_variant	0	NR	7E-13	12.154901959985743				NR [~ 8900000] (imputed)	N
66	rs142920272	17	43758787	rs62055701	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Irritable mood	366,726 European ancestry individuals	NA	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs62055701-A	rs62055701	0	62055701	intron_variant	0	0.214491	6E-13	12.221848749616356		7.19	z score increase	NR [~ 10847151] (imputed)	N
66	rs142920272	17	43776741	rs76761706	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Neurociticism	380,506 European ancestry individuals	NA	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs76761706-T	rs76761706	0	76761706	intron_variant	0	0.215553	7E-32	31.154901959985743		11.76	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	43778680	rs17688916	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling worry	372,869 European ancestry individuals	NA	17q21.31	SPATA32	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs17688916-A	rs17688916	0	17688916	intron_variant	0	0.196725	3E-11	10.522878745280337		6.653	unit increase	NR [10847151] (imputed)	N
66	rs142920272	17	43778680	rs17688916	2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (long sleep)	34,184 European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	17q21.31	KIAA1267, LOC644246	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs17688916-T	rs17688916	0	17688916	intron_variant	0	NR	1E-11	11.0		1.074		Affymetrix [14661600] (imputed)	N
66	rs142920272	17	43810873	rs75022332	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Worry too long after an embarrassing experience	367,725 European ancestry individuals	NA	17q21.31	ACBD4	LINC02210-CRHR1, LINC02210-CRHR1, AC217774.2			ENSG00000263715, ENSG00000282456, ENSG00000265964			rs75022332-A	rs75022332	0	75022332	non_coding_transcript_exon_variant	0	0.213608	2E-8	7.698970004336019		5.62	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	43810896	rs77804065	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	17q21.31	ARHGAP27, CRHR1, KANSL1, MAPT, PLEKHM1, SPPL2C, STH	LINC02210-CRHR1, LINC02210-CRHR1, AC217774.2			ENSG00000263715, ENSG00000282456, ENSG00000265964			rs77804065-T	rs77804065	0	77804065	splice_region_variant	0	0.21716	8E-26	25.096910013008056		10.503	z score increase	Illumina [18485882] (imputed)	N
66	rs142920272	17	43810896	rs77804065	2018-03-01	29397368	Meng W	2018-01-31	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/29397368	A Genome-Wide Association Study Finds Genetic Associations with Broadly-Defined Headache in UK Biobank (N=223,773).	Headache	74,461 British ancestry cases, 149,321 British ancestry controls	NA	17q21.31	LINC02210, CRHR1, MAPT	LINC02210-CRHR1, LINC02210-CRHR1, AC217774.2			ENSG00000263715, ENSG00000282456, ENSG00000265964			rs77804065-T	rs77804065	0	77804065	splice_region_variant	0	NR	6E-15	14.221848749616356		0.013	[0.0097-0.0163] unit increase	Affymetrix [9304965] (imputed)	N
66	rs142920272	17	43810896	rs77804065	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1, AC217774.2			ENSG00000263715, ENSG00000282456, ENSG00000265964			rs77804065-T	rs77804065	0	77804065	splice_region_variant	0	NR	1E-31	31.0		11.693	z score increase	Affymetrix [10847151] (imputed)	N
66	rs142920272	17	43810896	rs77804065	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling guilty	373,380 European ancestry individuals	NA	17q21.31	ACBD4	LINC02210-CRHR1, LINC02210-CRHR1, AC217774.2			ENSG00000263715, ENSG00000282456, ENSG00000265964			rs77804065-T	rs77804065	0	77804065	splice_region_variant	0	0.217158	6E-10	9.221848749616356		6.18	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	43811072	rs17563683	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Hematocrit	173,039 European ancestry individuals	NA	17q21.31	CRHR1, RP11-105N13.4, RP11-293E1.1	AC217774.2, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000265964, ENSG00000263715, ENSG00000282456			rs17563683-G	rs17563683	0	17563683	intron_variant	0	0.2333	2E-28	27.69897000433602		0.04515636	[0.037-0.053] unit increase	Affymetrix [~ 2500000] (imputed)	N
66	rs142920272	17	43811072	rs17563683	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Hemoglobin concentration	172,925 European ancestry individuals	NA	17q21.31	CRHR1, RP11-105N13.4, RP11-293E1.1	AC217774.2, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000265964, ENSG00000263715, ENSG00000282456			rs17563683-G	rs17563683	0	17563683	intron_variant	0	0.2333	3E-26	25.522878745280337		0.04344178	[0.035-0.051] unit increase	Affymetrix [~ 2500000] (imputed)	N
66	rs142920272	17	43824360	rs7207400	2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	17q21.31	CRHR1	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs7207400-T	rs7207400	0	7207400	intron_variant	0	0.75	5E-6	5.301029995663981		1.1363636	[1.08-1.2]	NR [NR]	N
66	rs142920272	17	43824360	rs7207400	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Worry	348,219 European ancestry individuals	NA	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs7207400-C	rs7207400	0	7207400	intron_variant	0	NR	2E-15	14.698970004336019		0.02119	[0.016-0.026] unit increase	Affymetrix [10847151] (imputed)	N
66	rs142920272	17	43826637	rs12150672	2017-05-11	28017375	van Rooij FJA	2016-12-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28017375	Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis.	Red blood cell count	up to 40,258 European ancestry individuals, up to 16,128 African American individuals, up to 15,252 East Asian individuals.	16,389 individuals of European and African American ancestry.	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs12150672-?	rs12150672	0	12150672	intron_variant	0	NR	4E-9	8.397940008672037				NR [2500000] (imputed)	N
66	rs142920272	17	43830938	rs17426174	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	17q21.31	RP11-105N13.4	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs17426174-C	rs17426174	0	17426174	intron_variant	0	NR	6E-11	10.221848749616356		0.023148796	[0.016-0.03] unit decrease	Affymetrix [NR]	N
66	rs142920272	17	43836953	rs56214516	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling fed-up	374,971 European ancestry individuals	NA	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs56214516-A	rs56214516	0	56214516	intron_variant	0	0.189219	1E-16	16.0		8.27	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	43844560	rs55657917	2018-08-16	29899525	Klimentidis YC	2018-06-13	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/29899525	Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.	Accelerometer-based physical activity measurement (average acceleration)	91,084 European ancestry individuals	NA	17q21.31	CRHR1	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs55657917-T	rs55657917	0	55657917	intron_variant	0	0.78	5E-12	11.301029995663981		0.3	milli-gravities decrease	Affymetrix [11800000] (imputed)	N
66	rs142920272	17	43844560	rs55657917	2019-01-18	30531941	Doherty A	2018-12-10	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30531941	GWAS identifies 14 loci for device-measured physical activity and sleep duration.	Physical activity (overall physical activity time)	91,105 European ancestry individuals	NA	17q21.31	LINC02210-CRHR1	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs55657917-T	rs55657917	0	55657917	intron_variant	0	0.779584	8E-12	11.096910013008056		0.036815435	[0.026-0.047] SD units decrease	NR [9926106] (imputed)	N
66	rs142920272	17	43844560	rs55657917	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Experiencing mood swings	373,733 European ancestry individuals	NA	17q21.31	HOXB2	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs55657917-T	rs55657917	0	55657917	intron_variant	0	0.213403	3E-20	19.522878745280337		9.23	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	43844560	rs55657917	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling hurt	372,047 European ancestry individuals	NA	17q21.31	HOXB2	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs55657917-T	rs55657917	0	55657917	intron_variant	0	0.213403	7E-29	28.154901959985743		11.16	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	43848750	rs62055935	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling nervous	373,121 European ancestry individuals	NA	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs62055935-T	rs62055935	0	62055935	intron_variant	0	0.214475	2E-15	14.698970004336019		7.97	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	43849415	rs79730878	2019-01-28	30598549	Morris JA	2018-12-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30598549	An atlas of genetic influences on osteoporosis in humans and mice.	Heel bone mineral density	426,824 British ancestry individuals	NA	17q21.31	CRHR1-IT1-CRHR1	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs79730878-T	rs79730878	0	79730878	intron_variant	0	0.771203	6E-20	19.221848749616356		0.0202142	[0.016-0.025] unit increase	NR [13737936] (imputed)	N
66	rs142920272	17	43850932	rs113518470	2017-05-11	27182965	Pickrell JK	2016-05-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	Joint mobility (Beighton score)	64,143 European ancestry individuals	NA	17q21.31	LRRC37A3, CRHR1	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs113518470-?	rs113518470	0	113518470	intron_variant	0	NR	6E-11	10.221848749616356		0.09	[0.116-0.063] unit decrease	Illumina [12039492] (imputed)	N
66	rs142920272	17	43853922	rs56303031	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Heel bone mineral density	approximately 446,000 European ancestry individuals	NA	17q21.31		LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs56303031-?	rs56303031	0	56303031	intron_variant	0	NR	6E-24	23.221848749616356				NR [~ 8900000] (imputed)	N
66	rs142920272	17	43856639	rs62057061	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Depressed affect	357,957 European ancestry individuals	NA	17q21.31	NR	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs62057061-G	rs62057061	0	62057061	intron_variant	0	NR	2E-22	21.69897000433602		0.02689	[0.021-0.032] unit increase	Affymetrix [10847151] (imputed)	N
66	rs142920272	17	43857989	rs111433752	2016-12-13	27067015	Smith DJ	2016-04-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27067015	Genome-wide analysis of over 106 000 individuals identifies 9 neuroticism-associated loci.	Neuroticism	91,370 European ancestry individuals, 15,346 individuals	NA	17q21.31	Intergenic	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs111433752-T	rs111433752	0	111433752	intron_variant	0	0.79	9E-12	11.045757490560675		0.12	[0.085-0.155] unit decrease	Affymetrix [7207648] (imputed)	N
66	rs12942300	17	43859405	rs12942300	2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	17q21.31	Intergenic	LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000263715, ENSG00000282456			rs12942300-T	rs12942300	0	12942300	intron_variant	0	0.829	2E-6	5.698970004336019		1.0893246	[NR]	Illumina [9112387] (imputed)	N
66	rs142920272	17	43871982	rs56319902	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	17q21.31		CRHR1, LINC02210-CRHR1, LINC02210-CRHR1			ENSG00000278232, ENSG00000263715, ENSG00000282456			rs56319902-T	rs56319902	0	56319902	intron_variant	0	0.2155	6E-33	32.221848749616356		0.0206	[0.017-0.024] unit decrease	Affymetrix, Illumina [10000000] (imputed)	N
66	rs142920272	17	43893716	rs8072451	2015-11-03	25607358	Hibar DP	2015-01-21	Nature	www.ncbi.nlm.nih.gov/pubmed/25607358	Common genetic variants influence human subcortical brain structures.	Subcortical brain region volumes	up to 13,171 European ancestry individuals	up to 15,130 European ancestry individuals, 545 Japanese ancestry individuals, 736 Mexican American individuals	17q21.31	MAPT, GRN, CRHR1, STH	CRHR1, LINC02210-CRHR1, LINC02210-CRHR1, MAPT-AS1, MAPT-AS1, MAPT-AS1			ENSG00000278232, ENSG00000263715, ENSG00000282456, ENSG00000264589, ENSG00000281578, ENSG00000282067			rs8072451-?	rs8072451	0	8072451	intron_variant	0	NR	1E-8	8.0	(Intracranial volume, EA)	14489.99	[9539.28-19440.70] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
